formula_pretty,nelements,structure_count,nsites_min,nsites_median,nsites_max,elements
NaLa2Ta2P5SO24,6,1,105,0.0,105,La Na O P S Ta
Na6Ca2Si3Ge2(SO8)3,6,1,120,0.0,120,Ca Ge Na O S Si
Na6Ca8Nb16Si15(S7O48)3,6,1,210,0.0,210,Ca Na Nb O S Si
Na8CaSi5Ge3SO24,6,1,126,0.0,126,Ca Ge Na O S Si
Na8La2Ti2Si5SO24,6,1,126,0.0,126,La Na O S Si Ti
Na6Zr2Zn2Si3(SO8)3,6,1,120,0.0,120,Na O S Si Zn Zr
Na18Ca8Nb4Si9(SO8)9,6,1,120,0.0,120,Ca Na Nb O S Si
Na2La4Ta4Si5S7O48,6,1,210,0.0,210,La Na O S Si Ta
NaNb2In2P5SO24,6,1,105,0.0,105,In Na Nb O P S
Na5In3Ge(PO4)6,5,1,117,0.0,117,Ge In Na O P
Na10Zn3Sn5(PO4)12,5,1,234,0.0,234,Na O P Sn Zn
NaTaIn3P3(SO8)3,6,1,105,0.0,105,In Na O P S Ta
Na5Ta3InSi5PO24,6,1,117,0.0,117,In Na O P Si Ta
Na2Ta2Al6Si3(S3O16)3,6,1,210,0.0,210,Al Na O S Si Ta
Na15Ca7Nb5Si9(SO8)9,6,1,117,0.0,117,Ca Na Nb O S Si
NaY2Ge2P3(SO8)3,6,1,105,0.0,105,Ge Na O P S Y
Na2Ti4Al4Si3(S3O16)3,6,1,210,0.0,210,Al Na O S Si Ti
Na2La4Si3Sn4(S3O16)3,6,1,210,0.0,210,La Na O S Si Sn
Na5Ga3Si3Ge(SO8)3,6,1,117,0.0,117,Ga Ge Na O S Si
NaZr2Sc2P3(SO8)3,6,1,105,0.0,105,Na O P S Sc Zr
NaHf2In2P3(SO8)3,6,1,105,0.0,105,Hf In Na O P S
Na10Zr5Zn3(PO4)12,5,1,234,0.0,234,Na O P Zn Zr
Na2Nb2Al6Si3(S3O16)3,6,1,210,0.0,210,Al Na Nb O S Si
Na2Hf6Mg2Si3(S3O16)3,6,1,210,0.0,210,Hf Mg Na O S Si
Na10NbGa7(PO4)12,5,1,234,0.0,234,Ga Na Nb O P
NaY2Sn2P3(SO8)3,6,1,105,0.0,105,Na O P S Sn Y
Na6Zr7ZnSi6(SO8)6,6,1,222,0.0,222,Na O S Si Zn Zr
Na2Ca4Ta4Si3(S3O16)3,6,1,210,0.0,210,Ca Na O S Si Ta
NaHf2Al2P3(SO8)3,6,1,105,0.0,105,Al Hf Na O P S
K3NaZr2(SiO4)3,5,1,126,0.0,126,K Na O Si Zr
Na10Hf4Nb4Si11SO48,6,1,234,0.0,234,Hf Na Nb O S Si
Na30Ca4Ta20Si33(SO48)3,6,1,234,0.0,234,Ca Na O S Si Ta
Na2In4Si3Sn4(S3O16)3,6,1,210,0.0,210,In Na O S Si Sn
NaIn2Ge2P3(SO8)3,6,1,105,0.0,105,Ge In Na O P S
Na4TaGa(SiO4)3,5,1,126,0.0,126,Ga Na O Si Ta
Na5Ta3GaSi5PO24,6,1,117,0.0,117,Ga Na O P Si Ta
NaZnSn3P3(SO8)3,6,1,105,0.0,105,Na O P S Sn Zn
Na10Zr4Nb4Si11SO48,6,1,234,0.0,234,Na Nb O S Si Zr
Na3ScGe3(PO4)6,5,1,111,0.0,111,Ge Na O P Sc
Na2Y4Ti4Si3(S3O16)3,6,1,210,0.0,210,Na O S Si Ti Y
Na4Ti2(SiO4)3,4,1,126,0.0,126,Na O Si Ti
Na2Y4Zr4Si3(S3O16)3,6,1,210,0.0,210,Na O S Si Y Zr
Na2Sc6Nb2Si3(S3O16)3,6,1,210,0.0,210,Na Nb O S Sc Si
Na5Y3ZrSi3(SO8)3,6,1,117,0.0,117,Na O S Si Y Zr
Na10La2Nb6Si11SO48,6,1,234,0.0,234,La Na Nb O S Si
NaZnGe3P3(SO8)3,6,1,105,0.0,105,Ge Na O P S Zn
Na2Ta2In6Si3(S3O16)3,6,1,210,0.0,210,In Na O S Si Ta
Na5YTa3Si5PO24,6,1,117,0.0,117,Na O P Si Ta Y
Na5ZrIn3(PO4)6,5,1,117,0.0,117,In Na O P Zr
Na10Sc2Nb6Si11SO48,6,1,234,0.0,234,Na Nb O S Sc Si
Na30Mg4Ta20Si33(SO48)3,6,1,234,0.0,234,Mg Na O S Si Ta
Na2Nb4Zn4Si3(S3O16)3,6,1,210,0.0,210,Na Nb O S Si Zn
Na2In4Si3Ge4(S3O16)3,6,1,210,0.0,210,Ge In Na O S Si
NaAl2Sn2P3(SO8)3,6,1,105,0.0,105,Al Na O P S Sn
Na2Y4Hf4Si3(S3O16)3,6,1,210,0.0,210,Hf Na O S Si Y
Na5Zr2Ta2Si5PO24,6,1,117,0.0,117,Na O P Si Ta Zr
Na15Ca2Ta10Si15(PO24)3,6,1,117,0.0,117,Ca Na O P Si Ta
NaCa2Ta2P3(SO8)3,6,1,105,0.0,105,Ca Na O P S Ta
Na5TiIn3Si3(SO8)3,6,1,117,0.0,117,In Na O S Si Ti
Na5Nb2Si5Sn2PO24,6,1,117,0.0,117,Na Nb O P Si Sn
Na6Ta3In5Si6(SO8)6,6,1,222,0.0,222,In Na O S Si Ta
Na2Ga4Si3Sn4(S3O16)3,6,1,210,0.0,210,Ga Na O S Si Sn
NaZr2Ga2P3(SO8)3,6,1,105,0.0,105,Ga Na O P S Zr
Na5HfAl3Si3(SO8)3,6,1,117,0.0,117,Al Hf Na O S Si
Na5HfGa3(PO4)6,5,1,117,0.0,117,Ga Hf Na O P
Na5HfSc3Si3(SO8)3,6,1,117,0.0,117,Hf Na O S Sc Si
Na5YNb3Si5PO24,6,1,117,0.0,117,Na Nb O P Si Y
Na10NbAl7(PO4)12,5,1,234,0.0,234,Al Na Nb O P
NaLa2Sn2P3(SO8)3,6,1,105,0.0,105,La Na O P S Sn
Na2Ca2Hf6Si3(S3O16)3,6,1,210,0.0,210,Ca Hf Na O S Si
Na4ZrTi(SiO4)3,5,1,126,0.0,126,Na O Si Ti Zr
Na10Sc7Nb(PO4)12,5,1,234,0.0,234,Na Nb O P Sc
Na10Mg3Ti5Si6(SO8)6,6,1,234,0.0,234,Mg Na O S Si Ti
NaY2Ti2P3(SO8)3,6,1,105,0.0,105,Na O P S Ti Y
Na10Zn3Ge5(PO4)12,5,1,234,0.0,234,Ge Na O P Zn
Na3Zr3Ga(PO4)6,5,1,111,0.0,111,Ga Na O P Zr
Na6Y5Ta3(PO4)12,5,1,222,0.0,222,Na O P Ta Y
Na4TaAl(SiO4)3,5,1,126,0.0,126,Al Na O Si Ta
Na4HfZr(SiO4)3,5,1,126,0.0,126,Hf Na O Si Zr
NaLa3NbP3(SO8)3,6,1,105,0.0,105,La Na Nb O P S
Na2Mg4Nb4Si3(S3O16)3,6,1,210,0.0,210,Mg Na Nb O S Si
NaSc2Sn2P3(SO8)3,6,1,105,0.0,105,Na O P S Sc Sn
NaIn2Sn2P3(SO8)3,6,1,105,0.0,105,In Na O P S Sn
Na4ScNb(SiO4)3,5,1,126,0.0,126,Na Nb O Sc Si
NaCaZr3P3(SO8)3,6,1,105,0.0,105,Ca Na O P S Zr
Na4YNb(SiO4)3,5,1,126,0.0,126,Na Nb O Si Y
Na10La7TaSi6(SO8)6,6,1,234,0.0,234,La Na O S Si Ta
NaHf3MgP3(SO8)3,6,1,105,0.0,105,Hf Mg Na O P S
NaGa2Sn2P3(SO8)3,6,1,105,0.0,105,Ga Na O P S Sn
Na5LaTa3Si5PO24,6,1,117,0.0,117,La Na O P Si Ta
Na6MgSi6Sn7(SO8)6,6,1,222,0.0,222,Mg Na O S Si Sn
Na4Si3(GeO6)2,4,1,126,0.0,126,Ge Na O Si
Na10Ta6Al2Si11SO48,6,1,234,0.0,234,Al Na O S Si Ta
Na2Zr6Zn2Si3(S3O16)3,6,1,210,0.0,210,Na O S Si Zn Zr
Na2Y6Nb2Si3(S3O16)3,6,1,210,0.0,210,Na Nb O S Si Y
K3NaHf2(SiO4)3,5,1,126,0.0,126,Hf K Na O Si
Na2Y4Si3Sn4(S3O16)3,6,1,210,0.0,210,Na O S Si Sn Y
Na10Zn3Si6Sn5(SO8)6,6,1,234,0.0,234,Na O S Si Sn Zn
K3NaSi3(GeO6)2,5,1,126,0.0,126,Ge K Na O Si
Na12Mg2Ta4(SiO4)9,5,1,126,0.0,126,Mg Na O Si Ta
NaCaTi3P3(SO8)3,6,1,105,0.0,105,Ca Na O P S Ti
Na2Zn2Si3Sn6(S3O16)3,6,1,210,0.0,210,Na O S Si Sn Zn
NaLa3TaP3(SO8)3,6,1,105,0.0,105,La Na O P S Ta
Na3InSi3Sn3(SO8)3,6,1,111,0.0,111,In Na O S Si Sn
NaGa2Ge2P3(SO8)3,6,1,105,0.0,105,Ga Ge Na O P S
NaCa2Nb2P3(SO8)3,6,1,105,0.0,105,Ca Na Nb O P S
Na4Si3SnGeO12,5,1,126,0.0,126,Ge Na O Si Sn
NaNbAl3P3(SO8)3,6,1,105,0.0,105,Al Na Nb O P S
Na2La4Si3Ge4(S3O16)3,6,1,210,0.0,210,Ge La Na O S Si
Na5Hf2Nb2Si5PO24,6,1,117,0.0,117,Hf Na Nb O P Si
Na2La4Hf4Si3(S3O16)3,6,1,210,0.0,210,Hf La Na O S Si
Na5TiGa3(PO4)6,5,1,117,0.0,117,Ga Na O P Ti
Na10NbIn7(PO4)12,5,1,234,0.0,234,In Na Nb O P
Na10Nb6Ga2Si11SO48,6,1,234,0.0,234,Ga Na Nb O S Si
Na4NbAl(SiO4)3,5,1,126,0.0,126,Al Na Nb O Si
NaZr2Al2P3(SO8)3,6,1,105,0.0,105,Al Na O P S Zr
Na2Hf4Sc4Si3(S3O16)3,6,1,210,0.0,210,Hf Na O S Sc Si
Na15Ta10Zn2Si15(PO24)3,6,1,117,0.0,117,Na O P Si Ta Zn
Na2Al4Si3Ge4(S3O16)3,6,1,210,0.0,210,Al Ge Na O S Si
Na2Mg2Si3Ge6(S3O16)3,6,1,210,0.0,210,Ge Mg Na O S Si
Na5Ta3AlSi5PO24,6,1,117,0.0,117,Al Na O P Si Ta
Na10Ti4Nb4Si11SO48,6,1,234,0.0,234,Na Nb O S Si Ti
Na2Zr4Sc4Si3(S3O16)3,6,1,210,0.0,210,Na O S Sc Si Zr
K3NaSi3(SnO6)2,5,1,126,0.0,126,K Na O Si Sn
NaSc2Ti2P3(SO8)3,6,1,105,0.0,105,Na O P S Sc Ti
Na30Ta20Zn4Si33(SO48)3,6,1,234,0.0,234,Na O S Si Ta Zn
Na4ScTa(SiO4)3,5,1,126,0.0,126,Na O Sc Si Ta
Na5La3Ge(PO4)6,5,1,117,0.0,117,Ge La Na O P
Na2La6Nb2Si3(S3O16)3,6,1,210,0.0,210,La Na Nb O S Si
Na12Ca2Ta4(SiO4)9,5,1,126,0.0,126,Ca Na O Si Ta
Na10Zr4Ta4Si11SO48,6,1,234,0.0,234,Na O S Si Ta Zr
Na2Zr4Al4Si3(S3O16)3,6,1,210,0.0,210,Al Na O S Si Zr
Na2Mg2Ti6Si3(S3O16)3,6,1,210,0.0,210,Mg Na O S Si Ti
NaLa2Zr2P3(SO8)3,6,1,105,0.0,105,La Na O P S Zr
Na5ScTa3Si5PO24,6,1,117,0.0,117,Na O P Sc Si Ta
Na10Sc7TaSi6(SO8)6,6,1,234,0.0,234,Na O S Sc Si Ta
Na10Y7TaSi6(SO8)6,6,1,234,0.0,234,Na O S Si Ta Y
Na3ScSi3Sn3(SO8)3,6,1,111,0.0,111,Na O S Sc Si Sn
Na10Ta6In2Si11SO48,6,1,234,0.0,234,In Na O S Si Ta
Na4NbGa(SiO4)3,5,1,126,0.0,126,Ga Na Nb O Si
NaTaGa3P3(SO8)3,6,1,105,0.0,105,Ga Na O P S Ta
Na10Nb4Si11Ge4SO48,6,1,234,0.0,234,Ge Na Nb O S Si
Na5Sc3Ti(PO4)6,5,1,117,0.0,117,Na O P Sc Ti
NaLa2Ti2P3(SO8)3,6,1,105,0.0,105,La Na O P S Ti
Na12Mg2Nb4(SiO4)9,5,1,126,0.0,126,Mg Na Nb O Si
Na9Ta7Zn5(PO4)18,5,1,111,0.0,111,Na O P Ta Zn
NaHf2Ga2P3(SO8)3,6,1,105,0.0,105,Ga Hf Na O P S
Na6CaTi7(PO4)12,5,1,222,0.0,222,Ca Na O P Ti
Na6Nb3Ga5(PO4)12,5,1,222,0.0,222,Ga Na Nb O P
Na10Sc2Ta6Si11SO48,6,1,234,0.0,234,Na O S Sc Si Ta
Na2Zr4Ga4Si3(S3O16)3,6,1,210,0.0,210,Ga Na O S Si Zr
Na5HfAl3(PO4)6,5,1,117,0.0,117,Al Hf Na O P
Na2Ca4Nb4Si3(S3O16)3,6,1,210,0.0,210,Ca Na Nb O S Si
Na4NbIn(SiO4)3,5,1,126,0.0,126,In Na Nb O Si
Na2Hf6Zn2Si3(S3O16)3,6,1,210,0.0,210,Hf Na O S Si Zn
NaCaHf3P3(SO8)3,6,1,105,0.0,105,Ca Hf Na O P S
Na5Hf2Ta2Si5PO24,6,1,117,0.0,117,Hf Na O P Si Ta
Na2Ga4Si3Ge4(S3O16)3,6,1,210,0.0,210,Ga Ge Na O S Si
NaNb2Zn2P3(SO8)3,6,1,105,0.0,105,Na Nb O P S Zn
NaNbIn3P3(SO8)3,6,1,105,0.0,105,In Na Nb O P S
NaNbGa3P3(SO8)3,6,1,105,0.0,105,Ga Na Nb O P S
NaAl2Ge2P3(SO8)3,6,1,105,0.0,105,Al Ge Na O P S
Na5HfGa3Si3(SO8)3,6,1,117,0.0,117,Ga Hf Na O S Si
Na5Sc3Sn(PO4)6,5,1,117,0.0,117,Na O P Sc Sn
Na10Sc7NbSi6(SO8)6,6,1,234,0.0,234,Na Nb O S Sc Si
Na2Hf4In4Si3(S3O16)3,6,1,210,0.0,210,Hf In Na O S Si
NaTi2Ga2P3(SO8)3,6,1,105,0.0,105,Ga Na O P S Ti
Na2Hf4Al4Si3(S3O16)3,6,1,210,0.0,210,Al Hf Na O S Si
Na3Hf3Sc(PO4)6,5,1,111,0.0,111,Hf Na O P Sc
Na2Al4Si3Sn4(S3O16)3,6,1,210,0.0,210,Al Na O S Si Sn
Na2Sc4Ti4Si3(S3O16)3,6,1,210,0.0,210,Na O S Sc Si Ti
NaMgGe3P3(SO8)3,6,1,105,0.0,105,Ge Mg Na O P S
Na2Mg2Zr6Si3(S3O16)3,6,1,210,0.0,210,Mg Na O S Si Zr
Na2Sc4Si3Ge4(S3O16)3,6,1,210,0.0,210,Ge Na O S Sc Si
NaMgSn3P3(SO8)3,6,1,105,0.0,105,Mg Na O P S Sn
Na5LaNb3Si5PO24,6,1,117,0.0,117,La Na Nb O P Si
NaTi3ZnP3(SO8)3,6,1,105,0.0,105,Na O P S Ti Zn
Na5Y3Si3Sn(SO8)3,6,1,117,0.0,117,Na O S Si Sn Y
Na2La4Zr4Si3(S3O16)3,6,1,210,0.0,210,La Na O S Si Zr
Na5Ta2Si5Sn2PO24,6,1,117,0.0,117,Na O P Si Sn Ta
Na10TaGa7Si6(SO8)6,6,1,234,0.0,234,Ga Na O S Si Ta
Na2Ta4Zn4Si3(S3O16)3,6,1,210,0.0,210,Na O S Si Ta Zn
Na2Sc6Ta2Si3(S3O16)3,6,1,210,0.0,210,Na O S Sc Si Ta
NaCaSn3P3(SO8)3,6,1,105,0.0,105,Ca Na O P S Sn
NaMg2Ta2P3(SO8)3,6,1,105,0.0,105,Mg Na O P S Ta
Na5La3Si3Ge(SO8)3,6,1,117,0.0,117,Ge La Na O S Si
Na5Sc3Ge(PO4)6,5,1,117,0.0,117,Ge Na O P Sc
Na30Nb20Zn4Si33(SO48)3,6,1,234,0.0,234,Na Nb O S Si Zn
Na6Hf7Zn(PO4)12,5,1,222,0.0,222,Hf Na O P Zn
Na2Y6Ta2Si3(S3O16)3,6,1,210,0.0,210,Na O S Si Ta Y
Na10Y2Nb6Si11SO48,6,1,234,0.0,234,Na Nb O S Si Y
Na4TiSi3GeO12,5,1,126,0.0,126,Ge Na O Si Ti
Na4LaNb(SiO4)3,5,1,126,0.0,126,La Na Nb O Si
Na2Ti4Ga4Si3(S3O16)3,6,1,210,0.0,210,Ga Na O S Si Ti
Na2Ta2Ga6Si3(S3O16)3,6,1,210,0.0,210,Ga Na O S Si Ta
Na9Nb7Zn5(PO4)18,5,1,111,0.0,111,Na Nb O P Zn
Na2Ca2Si3Sn6(S3O16)3,6,1,210,0.0,210,Ca Na O S Si Sn
NaTa2Zn2P3(SO8)3,6,1,105,0.0,105,Na O P S Ta Zn
NaSc2Ge2P3(SO8)3,6,1,105,0.0,105,Ge Na O P S Sc
Na2La4Ti4Si3(S3O16)3,6,1,210,0.0,210,La Na O S Si Ti
Na10TaIn7(PO4)12,5,1,234,0.0,234,In Na O P Ta
Na6Nb3In5(PO4)12,5,1,222,0.0,222,In Na Nb O P
NaY3NbP3(SO8)3,6,1,105,0.0,105,Na Nb O P S Y
Na10Nb6Al2Si11SO48,6,1,234,0.0,234,Al Na Nb O S Si
Na6ZnSi6Ge7(SO8)6,6,1,222,0.0,222,Ge Na O S Si Zn
Na2Ca2Ti6Si3(S3O16)3,6,1,210,0.0,210,Ca Na O S Si Ti
Na2Nb2Ga6Si3(S3O16)3,6,1,210,0.0,210,Ga Na Nb O S Si
Na10Nb6In2Si11SO48,6,1,234,0.0,234,In Na Nb O S Si
Na4Hf2(SiO4)3,4,1,126,0.0,126,Hf Na O Si
Na10Ta6Ga2Si11SO48,6,1,234,0.0,234,Ga Na O S Si Ta
NaHf2Sc2P3(SO8)3,6,1,105,0.0,105,Hf Na O P S Sc
Na5Nb3AlSi5PO24,6,1,117,0.0,117,Al Na Nb O P Si
Na4LaTa(SiO4)3,5,1,126,0.0,126,La Na O Si Ta
NaTaAl3P3(SO8)3,6,1,105,0.0,105,Al Na O P S Ta
Na2Y4Si3Ge4(S3O16)3,6,1,210,0.0,210,Ge Na O S Si Y
Na5ZrGa3Si3(SO8)3,6,1,117,0.0,117,Ga Na O S Si Zr
Na2Ca2Zr6Si3(S3O16)3,6,1,210,0.0,210,Ca Na O S Si Zr
Na5ScNb3Si5PO24,6,1,117,0.0,117,Na Nb O P Sc Si
Na2Nb2In6Si3(S3O16)3,6,1,210,0.0,210,In Na Nb O S Si
Na3Zr3In(PO4)6,5,1,111,0.0,111,In Na O P Zr
Na10Sc7Ta(PO4)12,5,1,234,0.0,234,Na O P Sc Ta
Na15Mg2Ta10Si15(PO24)3,6,1,117,0.0,117,Mg Na O P Si Ta
Na10Ta4Ti4Si11SO48,6,1,234,0.0,234,Na O S Si Ta Ti
Na10Ta4Si11Sn4SO48,6,1,234,0.0,234,Na O S Si Sn Ta
NaZr2In2P3(SO8)3,6,1,105,0.0,105,In Na O P S Zr
Na15Nb5Zn7Si9(SO8)9,6,1,117,0.0,117,Na Nb O S Si Zn
Na2Mg4Ta4Si3(S3O16)3,6,1,210,0.0,210,Mg Na O S Si Ta
NaSc3NbP3(SO8)3,6,1,105,0.0,105,Na Nb O P S Sc
Na12Ca2Nb4(SiO4)9,5,1,126,0.0,126,Ca Na Nb O Si
Na10La7Ta(PO4)12,5,1,234,0.0,234,La Na O P Ta
Na5Ta2Ti2Si5PO24,6,1,117,0.0,117,Na O P Si Ta Ti
Na2Zr4In4Si3(S3O16)3,6,1,210,0.0,210,In Na O S Si Zr
K3NaTi2(SiO4)3,5,1,126,0.0,126,K Na O Si Ti
Na2Ca2Si3Ge6(S3O16)3,6,1,210,0.0,210,Ca Ge Na O S Si
Na10Hf5Mg3Si6(SO8)6,6,1,234,0.0,234,Hf Mg Na O S Si
Na12Ta4Zn2(SiO4)9,5,1,126,0.0,126,Na O Si Ta Zn
Na9Mg5Ta7Si9(SO8)9,6,1,111,0.0,111,Mg Na O S Si Ta
NaCaGe3P3(SO8)3,6,1,105,0.0,105,Ca Ge Na O P S
NaLa2Ge2P3(SO8)3,6,1,105,0.0,105,Ge La Na O P S
Na4HfSi3GeO12,5,1,126,0.0,126,Ge Hf Na O Si
Na15Mg2Nb10Si15(PO24)3,6,1,117,0.0,117,Mg Na Nb O P Si
Na5Y3Zr(PO4)6,5,1,117,0.0,117,Na O P Y Zr
Na10La2Ta6Si11SO48,6,1,234,0.0,234,La Na O S Si Ta
Na3Zr3Al(PO4)6,5,1,111,0.0,111,Al Na O P Zr
Na2La6Ta2Si3(S3O16)3,6,1,210,0.0,210,La Na O S Si Ta
Na10Ta4Si11Ge4SO48,6,1,234,0.0,234,Ge Na O S Si Ta
Na5Nb3GaSi5PO24,6,1,117,0.0,117,Ga Na Nb O P Si
Na30Mg4Nb20Si33(SO48)3,6,1,234,0.0,234,Mg Na Nb O S Si
Na5Ti2Nb2Si5PO24,6,1,117,0.0,117,Na Nb O P Si Ti
Na3InSn3(PO4)6,5,1,111,0.0,111,In Na O P Sn
NaHf3ZnP3(SO8)3,6,1,105,0.0,105,Hf Na O P S Zn
Na4YTa(SiO4)3,5,1,126,0.0,126,Na O Si Ta Y
Na6ZnGe7(PO4)12,5,1,222,0.0,222,Ge Na O P Zn
Na10Zr5Zn3Si6(SO8)6,6,1,234,0.0,234,Na O S Si Zn Zr
Na3GaSi3Sn3(SO8)3,6,1,111,0.0,111,Ga Na O S Si Sn
Na5Al3Sn(PO4)6,5,1,117,0.0,117,Al Na O P Sn
Na4HfTi(SiO4)3,5,1,126,0.0,126,Hf Na O Si Ti
Na15Nb10Zn2Si15(PO24)3,6,1,117,0.0,117,Na Nb O P Si Zn
Na10Mg3Zr5(PO4)12,5,1,234,0.0,234,Mg Na O P Zr
Na5Zr2Nb2Si5PO24,6,1,117,0.0,117,Na Nb O P Si Zr
Na4TiSi3SnO12,5,1,126,0.0,126,Na O Si Sn Ti
Na10Hf4Ta4Si11SO48,6,1,234,0.0,234,Hf Na O S Si Ta
NaMg2Nb2P3(SO8)3,6,1,105,0.0,105,Mg Na Nb O P S
NaTi2In2P3(SO8)3,6,1,105,0.0,105,In Na O P S Ti
Na5Nb2Si5Ge2PO24,6,1,117,0.0,117,Ge Na Nb O P Si
Na5Nb3InSi5PO24,6,1,117,0.0,117,In Na Nb O P Si
NaLa2Hf2P3(SO8)3,6,1,105,0.0,105,Hf La Na O P S
Na6Hf7Mg(PO4)12,5,1,222,0.0,222,Hf Mg Na O P
Na2Zn2Si3Ge6(S3O16)3,6,1,210,0.0,210,Ge Na O S Si Zn
Na4ZrSi3SnO12,5,1,126,0.0,126,Na O Si Sn Zr
Na10Hf5Zn3(PO4)12,5,1,234,0.0,234,Hf Na O P Zn
Na5Sc3Si3Sn(SO8)3,6,1,117,0.0,117,Na O S Sc Si Sn
Na5Ta2Si5Ge2PO24,6,1,117,0.0,117,Ge Na O P Si Ta
NaMgTi3P3(SO8)3,6,1,105,0.0,105,Mg Na O P S Ti
Na5ZrGa3(PO4)6,5,1,117,0.0,117,Ga Na O P Zr
Na2Mg2Si3Sn6(S3O16)3,6,1,210,0.0,210,Mg Na O S Si Sn
NaY2Hf2P3(SO8)3,6,1,105,0.0,105,Hf Na O P S Y
Na5Y3Sn(PO4)6,5,1,117,0.0,117,Na O P Sn Y
NaZr3ZnP3(SO8)3,6,1,105,0.0,105,Na O P S Zn Zr
Na4TaIn(SiO4)3,5,1,126,0.0,126,In Na O Si Ta
Na3ScSn3(PO4)6,5,1,111,0.0,111,Na O P Sc Sn
NaMgZr3P3(SO8)3,6,1,105,0.0,105,Mg Na O P S Zr
Na15Ca2Nb10Si15(PO24)3,6,1,117,0.0,117,Ca Na Nb O P Si
Na10Nb4Si11Sn4SO48,6,1,234,0.0,234,Na Nb O S Si Sn
Na10Ca3Si6Sn5(SO8)6,6,1,234,0.0,234,Ca Na O S Si Sn
Na2Hf4Ga4Si3(S3O16)3,6,1,210,0.0,210,Ga Hf Na O S Si
NaTi2Al2P3(SO8)3,6,1,105,0.0,105,Al Na O P S Ti
Na6Nb3Al5Si6(SO8)6,6,1,222,0.0,222,Al Na Nb O S Si
Na2Ti6Zn2Si3(S3O16)3,6,1,210,0.0,210,Na O S Si Ti Zn
Na5TiAl3Si3(SO8)3,6,1,117,0.0,117,Al Na O S Si Ti
NaY2Zr2P3(SO8)3,6,1,105,0.0,105,Na O P S Y Zr
Na2Sc4Si3Sn4(S3O16)3,6,1,210,0.0,210,Na O S Sc Si Sn
Na12Nb4Zn2(SiO4)9,5,1,126,0.0,126,Na Nb O Si Zn
Na3LaZr3(PO4)6,5,1,111,0.0,111,La Na O P Zr
Na5Al3Si3Sn(SO8)3,6,1,117,0.0,117,Al Na O S Si Sn
Na3Hf3Ga(PO4)6,5,1,111,0.0,111,Ga Hf Na O P
Na10Mg3Si6Ge5(SO8)6,6,1,234,0.0,234,Ge Mg Na O S Si
NaSc3TaP3(SO8)3,6,1,105,0.0,105,Na O P S Sc Ta
Na15Mg7Ta5Si9(SO8)9,6,1,117,0.0,117,Mg Na O S Si Ta
Na4HfSi3SnO12,5,1,126,0.0,126,Hf Na O Si Sn
Na30Ca4Nb20Si33(SO48)3,6,1,234,0.0,234,Ca Na Nb O S Si
NaY3TaP3(SO8)3,6,1,105,0.0,105,Na O P S Ta Y
Na4ZrSi3GeO12,5,1,126,0.0,126,Ge Na O Si Zr
Na3ScSi3Ge3(SO8)3,6,1,111,0.0,111,Ge Na O S Sc Si
Na10Y2Ta6Si11SO48,6,1,234,0.0,234,Na O S Si Ta Y
Yb2Br2F,3,1,5,0.0,5,Br F Yb
YbIn2,2,1,6,0.0,6,In Yb
Yb2SmS4,3,1,14,0.0,14,S Sm Yb
Yb3SiO,3,1,10,0.0,10,O Si Yb
Yb2Nd2O5,3,1,9,0.0,9,Nd O Yb
KYb2F7,3,1,10,0.0,10,F K Yb
NaYbCl4,3,1,12,0.0,12,Cl Na Yb
Yb3GeO,3,1,10,0.0,10,Ge O Yb
YbHCl,3,1,6,0.0,6,Cl H Yb
Yb5Se7,2,1,12,0.0,12,Se Yb
YbClF,3,1,6,0.0,6,Cl F Yb
Yb4MnS7,3,1,12,0.0,12,Mn S Yb
YbO2,2,1,6,0.0,6,O Yb
YbZnGe,3,1,6,0.0,6,Ge Yb Zn
Yb(ZnSb)2,3,1,5,0.0,5,Sb Yb Zn
YbOF,3,1,6,0.0,6,F O Yb
Yb2I2O,3,1,5,0.0,5,I O Yb
Ba3YbF6,3,1,10,0.0,10,Ba F Yb
Yb(InS2)2,3,1,14,0.0,14,In S Yb
Yb(InSe2)2,3,1,14,0.0,14,In Se Yb
YbTe4Pb3,3,1,8,0.0,8,Pb Te Yb
Yb2Te3,2,1,5,0.0,5,Te Yb
YbF,2,1,4,0.0,4,F Yb
Yb2Cl2F,3,1,5,0.0,5,Cl F Yb
CoH11C5NO6,5,1,96,0.0,96,C Co H N O
FeH7C3NO7,5,1,76,0.0,76,C Fe H N O
ZnH11C5NO6,5,1,96,0.0,96,C H N O Zn
MgH11C5NO6,5,1,96,0.0,96,C H Mg N O
NiH9C4NO6,5,1,84,0.0,84,C H N Ni O
VCr(P2O7)2,4,1,40,0.0,40,Cr O P V
Mg5Co19O32,3,1,56,0.0,56,Co Mg O
Ni17(AsO4)12,3,1,77,0.0,77,As Ni O
Li4V8O13F3,4,1,28,0.0,28,F Li O V
Cr22Ni50Mo3,3,1,75,0.0,75,Cr Mo Ni
V9Sb7O32,3,1,48,0.0,48,O Sb V
Li4Ti4V4NiO18,5,1,62,0.0,62,Li Ni O Ti V
Li4TiV4Cr4O18,5,1,62,0.0,62,Cr Li O Ti V
Mg7Co17O32,3,1,56,0.0,56,Co Mg O
Mn2V3Sb(PO4)6,5,1,36,0.0,36,Mn O P Sb V
Ti3Mn2P6WO24,5,1,36,0.0,36,Mn O P Ti W
Li4MnCr3(PO4)4,5,1,28,0.0,28,Cr Li Mn O P
