species,stoichiometry,raw_entries,proxy_structure_families,natoms_min,natoms_median,natoms_max
Zn-Zr,0.5;0.5,56,56,2,4.0,24
Mg-Ta,0.75;0.25,56,56,4,4.0,24
Mg-Se,0.333333;0.666667,56,56,3,6.0,24
Y-Zn,0.5;0.5,56,56,2,4.0,24
Se-Ta,0.666667;0.333333,56,56,3,6.0,39
Al-Fe,0.5;0.5,56,56,2,4.0,24
C-Ni,0.666667;0.333333,56,56,3,6.0,24
Cd-Ti,0.666667;0.333333,56,56,3,6.0,24
As-Fe,0.5;0.5,56,56,2,4.0,24
N-Ti,0.5;0.5,56,56,2,2.0,16
Ge-Mg,0.75;0.25,56,33,4,4.0,24
Ge-Hg,0.666667;0.333333,56,56,3,6.0,24
C-Si,0.666667;0.333333,56,56,3,6.0,24
Ni-Pt,0.666667;0.333333,56,56,3,6.0,24
Si-W,0.666667;0.333333,56,56,3,6.0,24
Bi-Hf,0.5;0.5,56,56,2,4.0,24
O-Ti,0.5;0.5,55,55,2,4.0,16
Nb-V,0.5;0.5,55,55,2,4.0,24
S-Ti,0.333333;0.666667,55,55,3,6.0,36
As-Cr,0.5;0.5,55,55,2,4.0,24
Mg-Zn,0.25;0.75,55,55,4,4.0,24
Au-Cu,0.5;0.5,55,55,2,4.0,24
Hf-Tl,0.375;0.625,55,55,8,8.0,16
Hg-Si,0.666667;0.333333,55,55,3,6.0,24
Si-Zn,0.333333;0.666667,55,55,3,6.0,24
Cd-Cu,0.666667;0.333333,55,55,3,6.0,24
Al-Hf,0.5;0.5,55,55,2,4.0,24
Be-Te,0.666667;0.333333,55,55,3,6.0,24
Ni-Zn,0.5;0.5,55,55,2,4.0,24
Ge-Se,0.666667;0.333333,55,55,3,6.0,24
Cd-La,0.5;0.5,55,55,2,4.0,24
B-Zr,0.5;0.5,55,55,2,4.0,12
Hg-Ti,0.666667;0.333333,55,55,3,6.0,24
Mg-Na,0.25;0.75,55,55,4,4.0,24
Mg-Y,0.75;0.25,55,55,4,4.0,24
Co-Ga,0.5;0.5,55,55,2,4.0,24
Cr-Ti,0.666667;0.333333,55,55,3,6.0,24
Mg-Ta,0.25;0.75,55,55,4,4.0,24
Fe-Sc,0.666667;0.333333,55,55,3,6.0,24
Cu-Zn,0.333333;0.666667,55,55,3,6.0,24
Ge-Hg,0.333333;0.666667,55,55,3,6.0,24
C-In,0.5;0.5,55,55,2,4.0,8
C-Mg,0.666667;0.333333,55,55,3,6.0,24
Cu-Si,0.333333;0.666667,55,55,3,6.0,24
Mg-Ni,0.666667;0.333333,55,55,3,6.0,24
Te-Ti,0.333333;0.666667,55,55,3,6.0,24
Mg-Zr,0.75;0.25,55,55,4,4.0,24
C-Ni,0.333333;0.666667,55,55,3,6.0,24
B-Sm,0.666667;0.333333,55,55,3,6.0,24
Fe-Nb,0.666667;0.333333,55,55,3,6.0,24
Si-Zn,0.666667;0.333333,55,55,3,6.0,24
Ca-Sn,0.333333;0.666667,55,55,3,6.0,24
Al-Hf,0.666667;0.333333,55,55,3,6.0,24
Be-Cu,0.333333;0.666667,55,55,3,6.0,24
Te-Zn,0.333333;0.666667,55,55,3,6.0,24
C-Pb,0.5;0.5,55,55,2,4.0,24
In-Ni,0.5;0.5,55,55,2,4.0,24
B-Hf,0.25;0.75,54,32,4,4.0,24
Mo-Zr,0.666667;0.333333,54,54,3,6.0,24
Mg-Sr,0.75;0.25,54,54,4,4.0,24
Ag-Be,0.666667;0.333333,54,54,3,6.0,24
C-P,0.666667;0.333333,54,54,3,6.0,24
Se-Si,0.333333;0.666667,54,54,3,6.0,24
C-Pd,0.666667;0.333333,54,54,3,6.0,24
Rh-Ti,0.5;0.5,54,54,2,4.0,24
C-Pt,0.666667;0.333333,54,54,3,6.0,24
Al-Cu,0.666667;0.333333,54,54,3,6.0,24
C-Cu,0.666667;0.333333,54,54,3,6.0,24
Hg-Si,0.333333;0.666667,54,54,3,6.0,24
Au-C,0.666667;0.333333,54,54,3,6.0,24
C-Co,0.666667;0.333333,54,54,3,6.0,24
Ni-Pt,0.333333;0.666667,54,54,3,6.0,24
C-Li,0.666667;0.333333,54,54,3,6.0,24
Ag-C,0.666667;0.333333,54,54,3,6.0,24
Hg-Se,0.333333;0.666667,54,54,3,6.0,24
C-Ru,0.666667;0.333333,54,54,3,6.0,24
Cd-Si,0.666667;0.333333,54,54,3,6.0,24
Cd-Si,0.333333;0.666667,54,54,3,6.0,24
C-Fe,0.666667;0.333333,54,54,3,6.0,24
O-Sr,0.5;0.5,54,54,2,4.0,16
Co-Zr,0.666667;0.333333,54,54,3,6.0,24
Fe-Pt,0.5;0.5,54,54,2,4.0,24
B-C,0.666667;0.333333,54,54,3,6.0,24
C-Re,0.333333;0.666667,54,54,3,6.0,24
Si-Te,0.666667;0.333333,54,54,3,6.0,24
Cd-Te,0.666667;0.333333,54,54,3,6.0,24
Al-C,0.666667;0.333333,54,54,3,6.0,24
C-Na,0.666667;0.333333,54,54,3,6.0,24
C-Cd,0.666667;0.333333,54,54,3,6.0,24
As-Fe,0.666667;0.333333,54,54,3,6.0,24
Cr-Ti,0.5;0.5,54,54,2,4.0,24
Co-Ge,0.5;0.5,54,54,2,4.0,24
Rh-Zr,0.5;0.5,54,54,2,4.0,24
C-Co,0.333333;0.666667,54,54,3,6.0,24
Cr-Nb,0.666667;0.333333,54,54,3,6.0,24
Al-P,0.5;0.5,54,54,2,4.0,24
Cu-Ge,0.333333;0.666667,54,54,3,6.0,24
Rh-Si,0.5;0.5,54,54,2,4.0,12
C-Ge,0.666667;0.333333,54,54,3,6.0,24
Fe-P,0.5;0.5,54,54,2,4.0,24
Nb-Si,0.333333;0.666667,54,54,3,6.0,24
Hg-Se,0.666667;0.333333,54,54,3,6.0,24
C-Tc,0.666667;0.333333,54,54,3,6.0,24
C-Rh,0.666667;0.333333,54,54,3,6.0,24
C-Sn,0.666667;0.333333,53,53,3,6.0,24
C-Hg,0.666667;0.333333,53,53,3,6.0,24
Cr-Hf,0.5;0.5,53,53,2,4.0,24
Ca-S,0.333333;0.666667,53,53,3,6.0,24
C-Se,0.333333;0.666667,53,53,3,6.0,24
C-Se,0.666667;0.333333,53,53,3,6.0,24
Al-C,0.333333;0.666667,53,53,3,6.0,24
C-Tl,0.666667;0.333333,53,53,3,6.0,24
Be-C,0.333333;0.666667,53,53,3,6.0,24
Cr-Ta,0.5;0.5,53,53,2,4.0,24
Al-Au,0.666667;0.333333,53,53,3,6.0,24
Ge-Mg,0.25;0.75,53,32,4,4.0,24
Ni-Te,0.5;0.5,53,53,2,4.0,24
Mg-Re,0.75;0.25,53,53,4,4.0,24
B-W,0.5;0.5,53,53,2,4.0,12
Cu-Y,0.5;0.5,53,53,2,4.0,24
B-Ti,0.5;0.5,53,53,2,4.0,24
C-Cu,0.333333;0.666667,53,53,3,6.0,24
Hg-Os,0.5;0.5,53,53,2,4.0,12
C-Cd,0.333333;0.666667,53,53,3,6.0,24
Mo-Si,0.333333;0.666667,53,53,3,3.0,24
Hf-Sn,0.25;0.75,53,29,4,4.0,24
C-Tc,0.333333;0.666667,53,53,3,6.0,24
Br-C,0.666667;0.333333,53,53,3,6.0,24
Hg-S,0.666667;0.333333,53,53,3,6.0,24
W-Zr,0.666667;0.333333,53,53,3,6.0,24
Au-C,0.333333;0.666667,53,53,3,6.0,24
C-Mg,0.333333;0.666667,53,53,3,6.0,24
Hg-S,0.333333;0.666667,53,53,3,6.0,24
Pt-Sn,0.75;0.25,53,53,4,4.0,24
Be-Te,0.333333;0.666667,53,53,3,6.0,24
C-Te,0.666667;0.333333,53,53,3,6.0,24
Mo-Y,0.5;0.5,53,53,2,4.0,24
Nb-O,0.5;0.5,53,53,2,4.0,16
Ag-C,0.333333;0.666667,53,53,3,6.0,24
C-Sb,0.666667;0.333333,53,53,3,6.0,24
Ag-Y,0.5;0.5,53,53,2,4.0,24
Ge-S,0.666667;0.333333,53,53,3,6.0,24
Mg-Zr,0.25;0.75,53,53,4,4.0,24
Hg-Nb,0.5;0.5,53,53,2,4.0,12
Te-Zn,0.666667;0.333333,53,53,3,6.0,24
Ca-S,0.666667;0.333333,53,53,3,6.0,24
C-Ga,0.666667;0.333333,53,53,3,6.0,24
Hg-Mo,0.5;0.5,53,53,2,4.0,12
C-I,0.666667;0.333333,53,53,3,6.0,24
Mg-Pb,0.75;0.25,53,53,4,4.0,24
C-K,0.666667;0.333333,53,53,3,6.0,24
C-Zn,0.666667;0.333333,53,53,3,6.0,24
C-Rh,0.333333;0.666667,53,53,3,6.0,24
As-C,0.666667;0.333333,53,53,3,6.0,24
Pd-Sn,0.25;0.75,53,53,4,4.0,24
C-Si,0.333333;0.666667,53,53,3,6.0,24
Hf-Sn,0.75;0.25,53,30,4,4.0,24
Mo-W,0.5;0.5,53,53,2,4.0,24
Hg-Ti,0.333333;0.666667,53,53,3,6.0,24
Ni-Se,0.5;0.5,53,53,2,4.0,24
La-Mg,0.5;0.5,53,53,2,4.0,24
Bi-Pt,0.666667;0.333333,53,53,3,6.0,24
C-Ru,0.333333;0.666667,53,53,3,6.0,24
Pt-Sr,0.333333;0.666667,52,52,3,6.0,24
C-Rb,0.666667;0.333333,52,52,3,6.0,24
Ir-Ti,0.5;0.5,52,52,2,4.0,24
S-Sn,0.333333;0.666667,52,52,3,6.0,24
C-Te,0.333333;0.666667,52,52,3,6.0,24
Fe-Ta,0.666667;0.333333,52,52,3,6.0,24
C-Li,0.333333;0.666667,52,52,3,6.0,24
Mn-Pt,0.5;0.5,52,52,2,4.0,24
C-Os,0.333333;0.666667,52,52,3,6.0,24
As-C,0.333333;0.666667,52,52,3,6.0,24
C-Tl,0.333333;0.666667,52,52,3,6.0,24
C-Pd,0.333333;0.666667,52,52,3,6.0,24
Mn-Zr,0.666667;0.333333,52,52,3,6.0,24
B-Nb,0.5;0.5,52,52,2,4.0,24
Au-Se,0.5;0.5,52,52,2,4.0,24
C-Ge,0.333333;0.666667,52,52,3,6.0,24
C-P,0.333333;0.666667,52,52,3,6.0,24
Si-V,0.666667;0.333333,52,52,3,6.0,24
B-Mo,0.5;0.5,52,52,2,4.0,8
C-Sb,0.333333;0.666667,52,52,3,6.0,24
B-W,0.666667;0.333333,52,52,3,6.0,24
Rh-Y,0.5;0.5,52,52,2,4.0,24
Al-Rh,0.666667;0.333333,52,52,3,6.0,24
Nb-Sc,0.5;0.5,52,52,2,4.0,12
Nb-Rh,0.5;0.5,52,52,2,4.0,24
B-Zr,0.666667;0.333333,52,52,3,3.0,24
Ca-Cu,0.333333;0.666667,52,52,3,6.0,24
Ti-W,0.5;0.5,52,52,2,4.0,24
Al-Hf,0.333333;0.666667,52,52,3,6.0,24
Mn-Pd,0.5;0.5,52,52,2,4.0,24
Co-Ti,0.5;0.5,52,52,2,4.0,24
C-Sn,0.333333;0.666667,52,52,3,6.0,24
B-V,0.5;0.5,52,52,2,4.0,24
Rh-Y,0.666667;0.333333,52,52,3,6.0,24
Ag-La,0.5;0.5,52,52,2,4.0,24
Br-C,0.333333;0.666667,52,52,3,6.0,24
Na-Pt,0.25;0.75,52,30,4,4.0,24
Al-Y,0.5;0.5,52,52,2,4.0,24
Mg-Zn,0.75;0.25,52,52,4,4.0,24
P-Ti,0.5;0.5,52,52,2,4.0,24
C-Ca,0.333333;0.666667,52,52,3,6.0,24
Mg-W,0.75;0.25,52,52,4,4.0,24
Al-B,0.333333;0.666667,52,52,3,6.0,24
C-K,0.333333;0.666667,52,52,3,6.0,24
P-Zr,0.5;0.5,52,52,2,4.0,24
C-Hg,0.333333;0.666667,52,52,3,6.0,24
C-Pb,0.666667;0.333333,52,52,3,6.0,24
Ru-Ta,0.5;0.5,52,52,2,4.0,24
Cd-Te,0.333333;0.666667,52,52,3,6.0,24
Hf-Pb,0.375;0.625,52,52,8,8.0,16
Na-Pd,0.25;0.75,52,30,4,4.0,24
Mg-Os,0.25;0.75,52,52,4,4.0,24
B-C,0.333333;0.666667,52,52,3,6.0,24
Mg-Sr,0.25;0.75,52,52,4,4.0,24
Au-Zn,0.5;0.5,52,52,2,4.0,24
Au-Y,0.5;0.5,52,52,2,4.0,24
Cl-Na,0.5;0.5,52,52,2,2.0,8
Mg-W,0.25;0.75,52,52,4,4.0,24
La-Os,0.333333;0.666667,52,52,3,6.0,24
Pd-Zr,0.5;0.5,52,52,2,4.0,24
Pb-S,0.5;0.5,52,52,2,2.0,8
Co-P,0.5;0.5,52,52,2,4.0,24
C-Zn,0.333333;0.666667,52,52,3,6.0,24
Cr-V,0.5;0.5,51,51,2,4.0,24
C-In,0.666667;0.333333,51,51,3,6.0,24
La-Re,0.5;0.5,51,51,2,4.0,8
Bi-Pd,0.5;0.5,51,51,2,4.0,24
Al-Au,0.5;0.5,51,51,2,4.0,24
Cu-Sn,0.333333;0.666667,51,51,3,6.0,24
B-Ti,0.666667;0.333333,51,51,3,3.0,24
Mo-Y,0.666667;0.333333,51,51,3,6.0,24
Ta-V,0.5;0.5,51,51,2,4.0,24
Mg-Y,0.25;0.75,51,51,4,4.0,24
La-Ni,0.333333;0.666667,51,51,3,6.0,24
Hg-Pd,0.5;0.5,51,51,2,4.0,24
Ag-Zn,0.5;0.5,51,51,2,4.0,24
Ag-Cd,0.5;0.5,51,51,2,4.0,24
Pd-Sr,0.75;0.25,51,51,4,4.0,24
Cr-Zr,0.5;0.5,51,51,2,4.0,24
Pd-Si,0.333333;0.666667,51,51,3,6.0,24
Hg-Mo,0.666667;0.333333,51,51,3,6.0,24
Hg-W,0.5;0.5,51,51,2,4.0,12
La-Rh,0.333333;0.666667,51,51,3,6.0,24
Ir-Nb,0.5;0.5,51,51,2,4.0,24
Co-P,0.666667;0.333333,51,51,3,6.0,24
Ta-W,0.5;0.5,51,51,2,4.0,24
Fe-Sn,0.5;0.5,51,51,2,4.0,12
Bi-In,0.666667;0.333333,51,51,3,6.0,24
Bi-Rh,0.5;0.5,51,51,2,4.0,24
Li-Pd,0.5;0.5,51,51,2,4.0,24
Ni-Rh,0.666667;0.333333,51,51,3,6.0,24
La-Ni,0.166667;0.833333,51,51,6,6.0,6
Hg-Mg,0.5;0.5,51,51,2,4.0,24
Os-Re,0.5;0.5,51,51,2,4.0,12
Co-Ge,0.666667;0.333333,51,50,3,6.0,24
Pt-Si,0.666667;0.333333,51,51,3,6.0,24
C-Sr,0.333333;0.666667,51,51,3,6.0,24
Mg-Pd,0.5;0.5,51,51,2,4.0,24
C-Pt,0.333333;0.666667,51,51,3,6.0,24
Fe-W,0.666667;0.333333,51,51,3,6.0,24
Pd-Zn,0.5;0.5,51,51,2,4.0,24
La-Mg,0.333333;0.666667,51,51,3,6.0,24
Hg-Mo,0.333333;0.666667,51,51,3,6.0,24
Ca-Cu,0.666667;0.333333,51,51,3,6.0,24
Ag-Ti,0.5;0.5,51,51,2,4.0,24
Cd-Pd,0.5;0.5,51,51,2,4.0,24
In-Te,0.5;0.5,51,51,2,4.0,12
B-N,0.5;0.5,50,50,2,4.0,16
Ca-Mg,0.333333;0.666667,50,50,3,6.0,24
Al-Au,0.333333;0.666667,50,50,3,6.0,30
Hg-W,0.666667;0.333333,50,50,3,6.0,24
Al-Pt,0.5;0.5,50,50,2,4.0,24
La-Ni,0.5;0.5,50,50,2,4.0,24
Ni-Rh,0.333333;0.666667,50,50,3,6.0,24
Hg-Mn,0.333333;0.666667,50,50,3,6.0,24
Mo-V,0.5;0.5,50,50,2,4.0,24
Nb-Sn,0.75;0.25,50,50,4,8.0,24
B-Y,0.333333;0.666667,50,50,3,6.0,24
Cu-Zr,0.5;0.5,50,50,2,4.0,24
Ga-Se,0.5;0.5,50,50,2,4.0,16
Ag-Pt,0.416667;0.583333,50,50,12,12.0,12
Nb-Ru,0.5;0.5,50,50,2,4.0,24
Mg-Nb,0.75;0.25,50,50,4,4.0,24
Nb-W,0.5;0.5,50,50,2,4.0,24
Hg-Tc,0.333333;0.666667,50,50,3,6.0,24
Co-Hf,0.5;0.5,50,50,2,4.0,24
Bi-C,0.333333;0.666667,50,50,3,6.0,24
Pd-Zr,0.333333;0.666667,50,50,3,6.0,24
Bi-C,0.666667;0.333333,50,50,3,6.0,24
Fe-Pd,0.5;0.5,50,50,2,4.0,24
C-Ga,0.333333;0.666667,50,50,3,6.0,24
Mn-Ni,0.5;0.5,50,50,2,4.0,24
B-Tc,0.5;0.5,50,50,2,4.0,12
Co-Hf,0.666667;0.333333,50,50,3,6.0,24
Hg-Nb,0.333333;0.666667,50,50,3,6.0,24
In-Se,0.5;0.5,50,50,2,4.0,24
C-Rb,0.333333;0.666667,50,50,3,6.0,24
Cd-Pt,0.5;0.5,50,50,2,4.0,24
Zn-Zr,0.666667;0.333333,50,50,3,6.0,24
Au-La,0.5;0.5,50,50,2,4.0,24
Al-Mn,0.5;0.5,50,50,2,4.0,24
Rh-V,0.5;0.5,50,50,2,4.0,24
Ir-Y,0.666667;0.333333,50,50,3,6.0,24
Ba-C,0.666667;0.333333,50,50,3,6.0,24
Hg-Os,0.333333;0.666667,50,50,3,6.0,24
Ni-Ti,0.333333;0.666667,50,50,3,6.0,24
Mn-P,0.666667;0.333333,50,50,3,6.0,24
C-I,0.333333;0.666667,50,50,3,6.0,24
Mo-Nb,0.5;0.5,50,50,2,4.0,16
Au-Mg,0.5;0.5,50,50,2,4.0,24
Ir-Zr,0.5;0.5,50,50,2,4.0,24
Pd-Se,0.5;0.5,50,50,2,4.0,48
La-Zn,0.5;0.5,50,50,2,4.0,24
Sb-Sn,0.5;0.5,50,50,2,4.0,12
Pt-Zr,0.5;0.5,50,50,2,4.0,24
Hf-Pt,0.5;0.5,50,50,2,4.0,24
Pt-Zn,0.5;0.5,50,50,2,4.0,24
Pd-Sr,0.25;0.75,50,50,4,4.0,24
Na-Pt,0.75;0.25,49,31,4,4.0,24
Al-Pd,0.333333;0.666667,49,49,3,6.0,24
Nb-Sc,0.333333;0.666667,49,49,3,6.0,24
Ge-Mn,0.5;0.5,49,49,2,4.0,24
Ba-O,0.5;0.5,49,49,2,4.0,16
Pt-Sr,0.75;0.25,49,49,4,4.0,24
Pt-Sc,0.5;0.5,49,49,2,4.0,24
La-N,0.5;0.5,49,49,2,4.0,16
Hf-N,0.5;0.5,49,49,2,2.0,16
Pt-Te,0.5;0.5,49,49,2,4.0,24
Pb-Pt,0.5;0.5,49,49,2,4.0,24
Bi-Pt,0.5;0.5,49,49,2,4.0,24
B-Ta,0.333333;0.666667,49,49,3,6.0,24
Ag-Cl,0.5;0.5,49,49,2,4.0,12
Co-Pt,0.5;0.5,49,49,2,4.0,24
Al-Co,0.666667;0.333333,49,49,3,6.0,24
Fe-Zr,0.333333;0.666667,49,49,3,6.0,24
La-Pt,0.5;0.5,49,49,2,4.0,24
Ag-Hf,0.5;0.5,49,49,2,4.0,24
Al-Ti,0.666667;0.333333,49,49,3,6.0,24
Ge-Mn,0.333333;0.666667,49,49,3,6.0,24
Be-Co,0.5;0.5,49,49,2,4.0,24
La-Rh,0.5;0.5,49,49,2,4.0,24
Mg-V,0.25;0.75,49,49,4,4.0,24
B-Sc,0.666667;0.333333,49,49,3,6.0,24
Ru-Ti,0.5;0.5,49,49,2,4.0,24
Co-Sc,0.666667;0.333333,49,49,3,6.0,24
Nb-Ta,0.5;0.5,49,49,2,4.0,24
Ni-P,0.666667;0.333333,49,49,3,6.0,24
B-Sm,0.333333;0.666667,49,49,3,6.0,24
Br-Sr,0.666667;0.333333,49,49,3,6.0,30
Au-Sb,0.333333;0.666667,49,49,3,6.0,24
Hg-Pt,0.5;0.5,49,49,2,4.0,24
Al-Ni,0.25;0.75,49,49,4,4.0,24
Na-Pd,0.75;0.25,49,30,4,4.0,24
B-Co,0.5;0.5,49,49,2,4.0,24
W-Zr,0.5;0.5,49,49,2,4.0,24
Bi-Rh,0.666667;0.333333,49,49,3,6.0,24
Ag-Se,0.5;0.5,49,49,2,4.0,24
Au-Mn,0.5;0.5,49,49,2,4.0,24
Al-Cu,0.5;0.5,49,49,2,4.0,24
Be-Ti,0.666667;0.333333,49,49,3,6.0,24
Al-Ta,0.333333;0.666667,49,49,3,6.0,30
Au-Sn,0.5;0.5,49,49,2,4.0,24
Mo-Zr,0.5;0.5,49,49,2,4.0,24
Mg-Na,0.75;0.25,49,49,4,4.0,24
Ga-Mg,0.25;0.75,49,31,4,4.0,24
Co-Y,0.75;0.25,49,49,4,12.0,36
Pd-Sc,0.5;0.5,49,49,2,4.0,24
La-Pt,0.333333;0.666667,49,49,3,6.0,24
Au-Mg,0.333333;0.666667,49,49,3,6.0,108
La-Tc,0.5;0.5,49,49,2,4.0,24
Cd-Y,0.5;0.5,49,49,2,4.0,24
Hg-W,0.333333;0.666667,49,49,3,6.0,24
As-V,0.5;0.5,49,49,2,4.0,24
Al-Co,0.333333;0.666667,49,49,3,6.0,24
Te-Zr,0.5;0.5,49,49,2,4.0,24
Hg-La,0.5;0.5,49,49,2,4.0,24
Ga-Mg,0.75;0.25,49,31,4,4.0,24
Ag-Se,0.666667;0.333333,49,49,3,6.0,24
Ir-Y,0.5;0.5,49,49,2,4.0,24
Cr-Nb,0.5;0.5,49,49,2,4.0,16
In-Mg,0.5;0.5,49,49,2,4.0,24
Pt-Y,0.666667;0.333333,49,49,3,6.0,24
Nb-Pt,0.333333;0.666667,49,49,3,6.0,30
Mn-Ti,0.666667;0.333333,49,49,3,6.0,24
Mg-Pt,0.5;0.5,49,49,2,4.0,24
Co-Mg,0.5;0.5,49,49,2,4.0,24
Pt-Sr,0.25;0.75,49,49,4,4.0,24
Ag-Zr,0.5;0.5,49,49,2,4.0,24
P-Sc,0.5;0.5,49,49,2,4.0,12
Hg-Tc,0.5;0.5,49,49,2,4.0,12
B-Mn,0.666667;0.333333,48,48,3,4.5,24
Mg-Ni,0.333333;0.666667,48,48,3,6.0,24
Mn-Nb,0.666667;0.333333,48,48,3,6.0,24
Ni-Y,0.5;0.5,48,48,2,4.0,24
Ag-Zr,0.333333;0.666667,48,48,3,6.0,24
Hf-W,0.5;0.5,48,48,2,4.0,24
Au-Sc,0.5;0.5,48,48,2,4.0,24
B-Cr,0.333333;0.666667,48,48,3,6.0,24
Ag-Y,0.666667;0.333333,48,48,3,6.0,24
Co-Sn,0.5;0.5,48,48,2,4.0,24
Ag-Ga,0.5;0.5,48,48,2,4.0,24
Bi-Ni,0.5;0.5,48,48,2,4.0,24
Ag-Sc,0.5;0.5,48,48,2,4.0,24
Al-Cr,0.333333;0.666667,48,48,3,6.0,24
Rh-Zr,0.333333;0.666667,48,48,3,6.0,24
Fe-Hg,0.5;0.5,48,48,2,4.0,8
C-Na,0.333333;0.666667,48,48,3,6.0,24
Hf-Ru,0.5;0.5,48,48,2,4.0,24
Cd-Mg,0.5;0.5,48,48,2,4.0,24
Ru-Si,0.5;0.5,48,48,2,4.0,12
Au-Ti,0.5;0.5,48,48,2,4.0,24
Hf-Pd,0.5;0.5,48,48,2,4.0,24
Mg-Re,0.25;0.75,48,48,4,4.0,24
Si-Ta,0.333333;0.666667,48,48,3,6.0,24
Fe-Hg,0.666667;0.333333,48,48,3,6.0,24
Nb-V,0.666667;0.333333,48,48,3,6.0,24
Ir-Sc,0.666667;0.333333,48,48,3,6.0,24
Mg-V,0.75;0.25,48,48,4,4.0,24
Cd-La,0.666667;0.333333,48,48,3,6.0,24
Hf-Re,0.333333;0.666667,48,48,3,6.0,24
Cd-P,0.333333;0.666667,48,48,3,6.0,24
Ru-V,0.5;0.5,48,48,2,4.0,24
V-W,0.5;0.5,48,48,2,4.0,24
Ir-Zr,0.666667;0.333333,48,48,3,6.0,24
Mg-Tl,0.5;0.5,48,48,2,4.0,24
Hf-P,0.5;0.5,48,48,2,4.0,24
Ir-La,0.666667;0.333333,48,48,3,6.0,24
Pt-Y,0.5;0.5,48,48,2,4.0,24
Os-W,0.333333;0.666667,48,48,3,6.0,30
Fe-P,0.333333;0.666667,48,48,3,6.0,24
Pt-Ti,0.5;0.5,48,48,2,4.0,24
Nb-Sc,0.666667;0.333333,48,48,3,6.0,24
Hg-Nb,0.666667;0.333333,48,48,3,6.0,24
As-Nb,0.5;0.5,48,48,2,4.0,24
As-Si,0.5;0.5,48,48,2,4.0,24
Fe-Ge,0.333333;0.666667,48,48,3,6.0,24
La-Pd,0.5;0.5,48,48,2,4.0,24
Hf-Os,0.5;0.5,48,48,2,4.0,24
Bi-Hg,0.333333;0.666667,48,48,3,6.0,24
Os-Ti,0.5;0.5,48,48,2,4.0,24
Mg-Ni,0.5;0.5,48,48,2,4.0,24
Ru-Y,0.666667;0.333333,48,48,3,6.0,24
Be-Rh,0.5;0.5,48,48,2,4.0,24
Ag-Br,0.5;0.5,48,48,2,4.0,24
Cu-In,0.5;0.5,48,48,2,4.0,24
Mn-Ta,0.666667;0.333333,48,48,3,6.0,24
Ag-Ti,0.333333;0.666667,48,48,3,6.0,24
Co-Ti,0.666667;0.333333,48,48,3,6.0,24
Hg-Os,0.666667;0.333333,48,48,3,6.0,24
Fe-Hf,0.625;0.375,48,48,8,8.0,16
B-P,0.5;0.5,48,48,2,4.0,12
Nb-Se,0.333333;0.666667,48,48,3,6.0,24
Bi-Pd,0.666667;0.333333,48,48,3,6.0,24
P-Zn,0.666667;0.333333,48,48,3,6.0,24
Mn-Y,0.666667;0.333333,48,48,3,6.0,12
Hf-W,0.333333;0.666667,48,48,3,6.0,24
Ge-Pd,0.333333;0.666667,48,48,3,6.0,24
La-Tc,0.666667;0.333333,48,48,3,6.0,24
Ga-Pd,0.5;0.5,48,48,2,4.0,12
C-In,0.333333;0.666667,48,48,3,6.0,24
Be-Hf,0.666667;0.333333,48,48,3,6.0,24
Li-Pt,0.5;0.5,47,47,2,4.0,24
Al-Bi,0.5;0.5,47,47,2,4.0,24
P-Zr,0.666667;0.333333,47,47,3,6.0,24
Ni-Se,0.333333;0.666667,47,47,3,6.0,24
Hg-Y,0.5;0.5,47,47,2,4.0,24
P-Ti,0.666667;0.333333,47,47,3,6.0,24
Mg-Nb,0.25;0.75,47,47,4,4.0,24
Cu-La,0.666667;0.333333,47,47,3,6.0,24
Ni-P,0.5;0.5,47,47,2,4.0,40
Al-Os,0.5;0.5,47,47,2,4.0,24
As-Ni,0.666667;0.333333,47,47,3,6.0,24
Be-O,0.5;0.5,47,47,2,4.0,8
In-Mg,0.333333;0.666667,47,47,3,6.0,24
Pt-Sc,0.333333;0.666667,47,47,3,6.0,24
Cu-In,0.666667;0.333333,47,47,3,6.0,24
Pd-Se,0.333333;0.666667,47,47,3,6.0,24
Re-Rh,0.25;0.75,47,47,4,8.0,24
Mg-Mo,0.25;0.75,47,47,4,4.0,24
Co-Sc,0.5;0.5,47,47,2,4.0,24
Te-Y,0.5;0.5,47,47,2,4.0,24
As-Ti,0.5;0.5,47,47,2,4.0,24
Hf-Ni,0.5;0.5,47,47,2,4.0,24
Re-Zr,0.666667;0.333333,47,47,3,6.0,24
B-Fe,0.666667;0.333333,47,47,3,6.0,24
Nb-Pt,0.666667;0.333333,47,47,3,6.0,30
Ca-Pd,0.5;0.5,47,47,2,4.0,12
Mo-Y,0.333333;0.666667,47,47,3,6.0,24
Mg-Pd,0.333333;0.666667,47,47,3,6.0,24
C-Pb,0.333333;0.666667,47,47,3,6.0,24
Bi-La,0.5;0.5,47,47,2,4.0,24
Ag-Sc,0.666667;0.333333,47,47,3,6.0,24
Pd-Ta,0.666667;0.333333,47,47,3,6.0,30
Te-V,0.5;0.5,47,47,2,4.0,24
Co-Mn,0.5;0.5,47,47,2,4.0,24
V-Zr,0.5;0.5,47,47,2,4.0,24
Ag-Hf,0.333333;0.666667,47,47,3,6.0,24
Ba-Mg,0.333333;0.666667,47,47,3,6.0,24
Ga-Mn,0.5;0.5,47,47,2,4.0,26
